Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemod/Add,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice,total_sqft,YearsSinceRemod,Age
220,20,RL,69.0,11341,2,4,4,Inside,3,Sawyer,1Fam,1Story,5,6,1957,1996,Hip,Wd Sdng,Wd Sdng,BrkFace,180.0,3,3,CBlock,4.0,3.0,1.0,5.0,1302.0,1.0,0.0,90.0,1392.0,3,1,1392,0,0,1392,1.0,0.0,1,1,3,1,3,5,5,1,Detchd,1957.0,1.0,2.0,528.0,3.0,3.0,3,0,0,0,0,95,0,0,5,2010,121500,2784.0,14,53
1254,90,RL,76.0,12436,1,4,4,Inside,3,NAmes,Duplex,1Story,5,5,1957,1957,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1824.0,1824.0,2,1,1824,0,0,1824,0.0,0.0,2,0,5,2,3,9,8,0,Detchd,1958.0,1.0,2.0,484.0,3.0,3.0,3,0,0,0,0,0,0,0,1,2008,146000,3648.0,53,53
1443,60,RL,75.0,12192,2,4,4,Inside,3,CollgCr,1Fam,2Story,7,5,2000,2001,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,663.0,1.0,0.0,265.0,928.0,5,1,928,895,0,1823,1.0,0.0,2,1,3,1,4,6,8,0,Attchd,2000.0,2.0,2.0,626.0,3.0,3.0,3,192,36,0,0,0,0,4500,5,2008,235000,2751.0,9,10
2885,120,RM,44.0,3842,2,2,4,Inside,2,Crawfor,TwnhsE,1Story,8,5,2004,2005,Hip,CemntBd,CmentBd,Stone,186.0,4,3,PConc,5.0,3.0,4.0,6.0,1564.0,1.0,0.0,30.0,1594.0,5,1,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,8,1,Attchd,2004.0,3.0,2.0,525.0,3.0,3.0,3,128,53,0,0,155,0,0,12,2006,300000,3240.0,5,6
2920,160,RM,21.0,1936,1,4,4,Inside,3,MeadowV,Twnhs,2Story,4,7,1970,1970,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,546.0,546.0,4,1,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0,0,6,2006,90500,1638.0,40,40
1197,90,RL,74.0,13101,2,4,4,Inside,3,NAmes,Duplex,1Story,5,5,1965,1965,Gable,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,3.0,3.0,1.0,2.0,231.0,1.0,0.0,1497.0,1728.0,3,1,1728,0,0,1728,0.0,0.0,2,0,6,2,3,10,8,0,Detchd,1987.0,1.0,2.0,576.0,3.0,3.0,3,0,0,0,0,0,0,0,11,2008,142600,3456.0,45,45
848,20,RL,67.0,9808,2,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,2002,2002,Gable,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4.0,3.0,1.0,6.0,788.0,1.0,0.0,785.0,1573.0,5,1,1573,0,0,1573,1.0,0.0,2,0,3,1,4,6,8,0,Attchd,2002.0,2.0,2.0,544.0,3.0,3.0,3,0,72,0,0,0,0,0,3,2009,227000,3146.0,8,8
926,90,RL,69.0,8145,2,2,4,Corner,3,Crawfor,Duplex,2.5Unf,7,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,2.0,246.0,1.0,0.0,674.0,920.0,5,1,1240,1240,0,2480,0.0,0.0,2,1,5,2,3,13,8,2,Detchd,1940.0,1.0,2.0,400.0,3.0,3.0,3,0,0,57,0,0,0,0,7,2009,205000,3400.0,60,70
2158,20,RL,73.0,17227,3,4,4,CulDSac,2,CollgCr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,158.0,4,3,PConc,4.0,3.0,4.0,6.0,915.0,1.0,0.0,426.0,1341.0,5,1,1341,0,0,1341,1.0,0.0,1,1,1,1,4,5,8,1,Attchd,1999.0,2.0,2.0,482.0,3.0,3.0,3,240,84,0,0,0,0,0,1,2007,246900,2682.0,10,11
1555,70,RL,60.0,5280,1,4,4,Corner,3,IDOTRR,1Fam,2Story,4,7,1895,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,1.0,2.0,1.0,1.0,0.0,1.0,0.0,173.0,173.0,5,0,825,536,0,1361,0.0,0.0,1,0,2,1,3,6,8,0,Detchd,1895.0,1.0,1.0,185.0,2.0,3.0,3,0,123,0,0,0,0,0,7,2008,89000,1534.0,60,115
278,50,RL,89.0,11792,1,4,4,Inside,3,Edwards,1Fam,1.5Fin,4,5,1948,1950,Gable,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,744.0,744.0,5,0,792,328,0,1120,0.0,0.0,1,0,2,1,2,5,8,0,Detchd,1956.0,1.0,2.0,480.0,3.0,2.0,2,0,0,0,0,160,0,0,6,2010,64000,1864.0,60,62
2522,120,RL,40.0,3876,2,4,4,Inside,3,Greens,Twnhs,1Story,8,5,1978,1978,Gable,Wd Sdng,Plywood,None,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,652.0,3.0,526.0,48.0,1226.0,3,1,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,8,1,Attchd,1978.0,3.0,2.0,484.0,3.0,3.0,3,133,60,0,0,0,0,0,7,2006,170000,2452.0,32,32
434,60,RL,107.0,13891,1,4,4,Inside,3,NridgHt,1Fam,2Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,424.0,5,3,PConc,5.0,3.0,4.0,1.0,0.0,1.0,0.0,1734.0,1734.0,5,1,1734,1088,0,2822,0.0,0.0,3,1,4,1,5,12,8,1,BuiltIn,2009.0,2.0,3.0,1020.0,3.0,3.0,3,52,170,0,0,192,0,0,1,2009,582933,4556.0,1,2
2683,30,RM,50.0,6000,1,4,4,Inside,3,OldTown,1Fam,1Story,6,6,1925,1980,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,3.0,3.0,1.0,4.0,397.0,1.0,0.0,706.0,1103.0,4,1,1103,0,0,1103,0.0,0.0,1,0,2,1,4,5,8,1,Detchd,1976.0,1.0,2.0,440.0,3.0,3.0,3,166,120,0,0,0,0,0,7,2006,110500,2206.0,30,85
2173,20,RL,80.0,8240,1,4,4,Inside,3,Edwards,1Fam,1Story,6,6,1960,1960,Hip,HdBoard,HdBoard,Stone,198.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1179.0,1179.0,4,1,1179,0,0,1179,0.0,0.0,1,0,2,1,3,5,6,0,Attchd,1960.0,3.0,2.0,622.0,3.0,3.0,2,0,0,0,0,0,0,0,6,2007,110000,2358.0,50,50
894,20,RL,50.0,9405,1,4,4,Inside,3,Edwards,1Fam,1Story,5,9,1947,2008,Hip,VinylSd,VinylSd,None,0.0,3,5,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,698.0,698.0,5,1,698,0,0,698,0.0,1.0,1,0,2,1,3,4,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,3,0,200,0,0,0,0,0,6,2009,118000,1396.0,2,63
1066,60,RL,85.0,10625,1,4,4,Inside,3,NridgHt,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4.0,3.0,1.0,6.0,866.0,1.0,0.0,132.0,998.0,5,1,1006,1040,0,2046,1.0,0.0,2,1,3,1,4,8,8,1,BuiltIn,2003.0,2.0,3.0,871.0,3.0,3.0,3,320,62,0,0,0,0,0,8,2008,284000,3044.0,6,7
1261,60,RL,70.0,9247,2,4,4,Inside,3,NAmes,1Fam,2Story,6,6,1962,1962,Gable,HdBoard,HdBoard,BrkFace,318.0,3,3,CBlock,3.0,3.0,1.0,3.0,319.0,1.0,0.0,539.0,858.0,5,1,858,858,0,1716,0.0,0.0,1,1,4,1,3,8,8,1,Attchd,1962.0,3.0,2.0,490.0,3.0,3.0,3,0,84,0,0,120,0,0,3,2008,171000,2574.0,48,48
537,60,RL,96.0,10628,2,4,4,Corner,3,SawyerW,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,4.0,1.0,0.0,1.0,0.0,835.0,835.0,5,1,871,941,0,1812,0.0,0.0,2,1,3,1,4,8,8,0,BuiltIn,2004.0,2.0,2.0,478.0,3.0,3.0,3,146,91,0,0,0,0,0,1,2009,193000,2647.0,6,6
2301,20,RL,69.0,11000,3,4,4,Corner,3,Mitchel,1Fam,1Story,5,6,1976,2003,Gable,Plywood,Plywood,None,0.0,3,3,PConc,4.0,3.0,1.0,2.0,1090.0,1.0,0.0,0.0,1090.0,3,1,1178,0,0,1178,1.0,0.0,1,1,3,1,3,6,8,0,Attchd,1976.0,1.0,2.0,502.0,3.0,3.0,3,0,44,0,0,88,0,0,6,2007,135000,2268.0,7,34
2854,70,RL,54.0,9399,1,3,4,Inside,3,Crawfor,1Fam,2.5Unf,7,8,1919,1950,Gable,MetalSd,Stucco,None,0.0,3,3,BrkTil,3.0,3.0,2.0,1.0,0.0,1.0,0.0,818.0,818.0,3,1,818,818,0,1636,0.0,0.0,1,1,4,1,4,7,8,1,Detchd,1919.0,1.0,1.0,288.0,2.0,3.0,1,0,0,212,0,0,0,0,9,2006,167000,2454.0,60,91
2649,20,RM,60.0,7200,1,4,4,Inside,3,OldTown,1Fam,1Story,4,5,1950,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,576.0,576.0,5,1,864,0,0,864,0.0,0.0,1,0,2,1,3,5,8,0,Detchd,1952.0,2.0,1.0,528.0,3.0,3.0,3,0,0,0,0,115,0,0,8,2006,105000,1440.0,60,60
2776,20,RL,78.0,10264,2,4,4,Inside,3,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183.0,4,3,PConc,4.0,3.0,3.0,5.0,1162.0,1.0,0.0,426.0,1588.0,5,1,1588,0,0,1588,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,1999.0,2.0,2.0,472.0,3.0,3.0,3,158,29,0,0,0,0,0,8,2006,214000,3176.0,11,11
2403,60,RL,69.0,13215,2,4,4,Corner,3,NridgHt,1Fam,2Story,8,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,112.0,4,3,PConc,4.0,3.0,1.0,6.0,994.0,1.0,0.0,426.0,1420.0,5,1,1426,488,0,1914,1.0,0.0,2,1,3,1,4,9,8,1,BuiltIn,2004.0,2.0,3.0,746.0,3.0,3.0,3,168,127,0,0,0,0,0,2,2006,279000,3334.0,6,6
2355,80,RL,81.0,10530,1,4,4,Inside,3,NWAmes,1Fam,SLvl,6,6,1975,2000,Gable,Plywood,Plywood,BrkFace,248.0,3,3,CBlock,3.0,2.0,1.0,5.0,548.0,1.0,0.0,127.0,675.0,3,1,1109,766,0,1875,0.0,0.0,3,0,3,1,4,8,8,1,Attchd,1975.0,2.0,2.0,485.0,3.0,3.0,3,48,28,0,0,0,0,0,6,2006,184500,2550.0,10,35
1983,50,RM,50.0,6000,1,4,4,Inside,3,OldTown,1Fam,1.5Fin,3,7,1948,2002,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,331.0,1.0,0.0,318.0,649.0,5,1,679,504,0,1183,0.0,0.0,1,1,2,1,3,6,8,0,Detchd,1981.0,1.0,1.0,308.0,3.0,3.0,3,0,176,0,0,0,0,0,6,2007,120000,1832.0,8,62
547,60,RL,70.0,7703,1,4,4,Inside,3,SawyerW,1Fam,2Story,6,6,1992,1992,Gable,HdBoard,HdBoard,None,0.0,4,4,PConc,4.0,4.0,1.0,6.0,52.0,3.0,364.0,400.0,816.0,5,1,833,897,0,1730,0.0,0.0,2,1,3,1,4,6,8,0,Attchd,1992.0,2.0,2.0,528.0,3.0,3.0,3,0,91,0,0,168,0,0,11,2009,171500,2546.0,18,18
1842,160,FV,35.0,4251,2,4,4,Inside,3,Somerst,TwnhsE,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,625.0,625.0,5,1,625,625,0,1250,0.0,0.0,2,1,2,1,4,5,8,0,Detchd,2006.0,2.0,2.0,528.0,3.0,3.0,3,0,54,0,0,0,0,0,6,2007,164700,1875.0,3,4
2748,60,RL,88.0,12128,2,3,4,Inside,3,SawyerW,1Fam,2Story,6,4,1989,1989,Gable,HdBoard,HdBoard,BrkFace,232.0,4,3,CBlock,4.0,3.0,1.0,5.0,549.0,1.0,0.0,319.0,868.0,5,1,1313,1246,0,2559,0.0,0.0,2,1,4,1,5,9,8,1,Attchd,1989.0,2.0,2.0,506.0,3.0,3.0,3,0,245,0,0,168,0,0,11,2006,209000,3427.0,21,21
2425,120,RM,69.0,3072,1,4,4,Inside,3,Blmngtn,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,18.0,4,3,PConc,4.0,3.0,1.0,6.0,1059.0,1.0,0.0,306.0,1365.0,5,1,1548,0,0,1548,1.0,0.0,2,0,2,1,4,7,8,1,Attchd,2004.0,3.0,2.0,388.0,3.0,3.0,3,143,20,0,0,0,0,0,9,2006,225000,2913.0,6,6
2837,50,RL,58.0,8410,1,4,4,FR2,3,Edwards,1Fam,1.5Fin,5,3,1910,1996,Gambrel,Wd Sdng,VinylSd,None,0.0,3,2,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,658.0,658.0,3,1,658,526,0,1184,0.0,0.0,1,0,5,1,3,8,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,151,0,0,0,0,0,5,2006,81000,1842.0,14,100
2456,20,RL,49.0,15218,2,4,4,CulDSac,3,Somerst,1Fam,1Story,8,5,2006,2006,Gable,VinylSd,VinylSd,None,98.0,4,3,PConc,5.0,4.0,1.0,6.0,1562.0,1.0,0.0,108.0,1670.0,5,1,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,8,1,Attchd,2006.0,2.0,3.0,928.0,3.0,3.0,3,0,240,200,0,0,0,0,9,2006,336820,3340.0,4,4
2114,60,RL,69.0,14364,2,1,4,Inside,2,SawyerW,1Fam,2Story,7,5,1988,1989,Gable,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4.0,3.0,4.0,6.0,1065.0,1.0,0.0,92.0,1157.0,5,1,1180,882,0,2062,1.0,0.0,2,1,3,1,3,7,8,1,Attchd,1988.0,3.0,2.0,454.0,3.0,3.0,3,60,55,0,0,154,0,0,4,2007,277000,3219.0,21,22
1890,20,RL,70.0,8680,1,4,4,Inside,3,NAmes,1Fam,1Story,5,7,1960,1960,Hip,CemntBd,CmentBd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,894.0,894.0,3,1,894,0,0,894,0.0,0.0,1,0,3,1,3,5,8,0,Detchd,1965.0,1.0,1.0,312.0,3.0,3.0,3,0,0,0,0,0,0,0,1,2007,117600,1788.0,50,50
621,50,RL,80.0,9600,1,4,4,Inside,3,NAmes,1Fam,1.5Fin,6,8,1950,2005,Gable,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,4.0,120.0,1.0,0.0,736.0,856.0,5,1,1112,556,0,1668,0.0,0.0,1,1,3,1,3,6,6,0,Attchd,1950.0,1.0,1.0,271.0,3.0,3.0,3,0,0,0,0,0,0,0,9,2009,140000,2524.0,5,60
1427,20,RL,91.0,11778,1,4,4,Inside,3,CollgCr,1Fam,1Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,402.0,5,3,PConc,5.0,3.0,3.0,6.0,1153.0,1.0,0.0,598.0,1751.0,5,1,1766,0,0,1766,1.0,0.0,2,1,3,1,5,8,8,2,Attchd,2008.0,3.0,3.0,874.0,3.0,3.0,3,216,36,0,0,0,0,0,12,2008,395039,3517.0,2,2
1728,60,RL,59.0,15810,2,4,4,Inside,3,Gilbert,1Fam,2Story,6,5,2007,2007,Gable,VinylSd,VinylSd,None,98.0,4,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,768.0,768.0,5,1,768,728,0,1496,0.0,0.0,3,0,3,1,4,7,8,0,Attchd,2007.0,1.0,2.0,572.0,3.0,3.0,3,100,0,0,0,0,0,0,5,2007,181755,2264.0,3,3
2472,20,RL,91.0,11024,2,4,4,Corner,3,SawyerW,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,118.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1400.0,1400.0,5,1,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,8,0,Attchd,2005.0,2.0,2.0,612.0,3.0,3.0,3,144,55,0,0,0,0,0,10,2006,186800,2800.0,4,5
610,60,RL,69.0,8970,2,4,4,Corner,3,NAmes,1Fam,2Story,5,6,1965,1965,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,388.0,1.0,0.0,356.0,744.0,3,1,825,1315,0,2140,0.0,0.0,2,1,4,1,3,7,8,1,Attchd,1965.0,3.0,2.0,549.0,3.0,3.0,3,0,40,264,0,0,0,0,6,2009,177500,2884.0,45,45
1950,30,RL,60.0,10800,1,4,4,Inside,3,OldTown,1Fam,1Story,4,6,1927,2007,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,656.0,656.0,3,1,968,0,0,968,0.0,0.0,2,0,4,1,3,5,8,0,Detchd,1928.0,1.0,1.0,216.0,2.0,2.0,3,0,0,0,0,0,0,0,8,2007,64500,1624.0,3,83
94,120,FV,25.0,4835,2,4,4,CulDSac,3,Somerst,TwnhsE,1Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0.0,4,3,PConc,5.0,3.0,3.0,6.0,1298.0,1.0,0.0,190.0,1488.0,5,1,1488,0,0,1488,1.0,0.0,2,0,2,1,4,6,8,1,Attchd,2004.0,3.0,2.0,506.0,3.0,3.0,3,168,50,0,0,0,0,0,3,2010,260000,2976.0,5,6
1745,20,RL,53.0,3710,1,4,4,Inside,3,Blmngtn,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1266.0,1266.0,5,1,1266,0,0,1266,0.0,0.0,2,0,2,1,4,6,8,1,Attchd,2007.0,3.0,2.0,388.0,3.0,3.0,3,100,16,0,0,0,0,0,8,2007,185485,2532.0,3,3
744,30,RM,51.0,6120,1,4,4,Corner,3,BrkSide,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,209.0,1.0,0.0,506.0,715.0,3,1,875,0,0,875,1.0,0.0,1,0,2,1,3,5,8,0,Detchd,1931.0,1.0,1.0,180.0,2.0,3.0,3,48,0,0,0,0,0,0,11,2009,105000,1590.0,17,79
1859,80,RL,80.0,9600,1,4,4,FR2,3,Veenker,1Fam,SLvl,6,7,1976,1994,Hip,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,528.0,528.0,5,1,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,8,1,Attchd,1976.0,2.0,2.0,512.0,3.0,3.0,3,113,100,0,0,0,0,0,8,2007,187000,2383.0,16,34
2343,20,RL,91.0,14145,1,4,4,Corner,3,NWAmes,1Fam,1Story,7,7,1984,1998,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,2.0,5.0,213.0,1.0,0.0,995.0,1208.0,5,1,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,8,0,Attchd,1984.0,2.0,2.0,440.0,3.0,3.0,3,108,45,0,0,0,0,400,5,2006,202500,2829.0,12,26
1713,20,RL,70.0,9926,2,4,4,Inside,3,NridgHt,1Fam,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3.0,2.0,6.0,1178.0,1.0,0.0,436.0,1614.0,5,1,1614,0,0,1614,1.0,0.0,2,0,3,1,4,7,8,0,Attchd,2005.0,2.0,3.0,878.0,3.0,3.0,3,100,38,0,0,0,0,0,5,2007,245700,3228.0,4,5
1816,160,RL,50.0,8012,1,4,4,Inside,3,SawyerW,TwnhsE,2Story,6,5,1980,1980,Gable,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,630.0,630.0,5,1,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,8,2,Attchd,1980.0,2.0,1.0,283.0,3.0,3.0,3,340,0,0,0,0,0,0,7,2007,128000,1896.0,30,30
2390,60,RL,80.0,10240,1,4,4,Inside,3,NridgHt,1Fam,2Story,8,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1030.0,1030.0,4,1,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,8,1,Attchd,2005.0,2.0,3.0,878.0,3.0,3.0,3,192,52,0,0,0,0,0,3,2006,275500,3128.0,5,5
364,60,RL,69.0,10762,2,4,4,CulDSac,3,Gilbert,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,344.0,4,3,PConc,4.0,3.0,1.0,6.0,694.0,1.0,0.0,284.0,978.0,5,1,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,8,1,Attchd,1999.0,3.0,2.0,490.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2009,225000,2961.0,11,11
684,80,RL,80.0,8000,1,4,4,Inside,3,NAmes,1Fam,SLvl,5,5,1959,1959,Gable,BrkFace,Plywood,None,0.0,3,3,CBlock,4.0,3.0,3.0,6.0,433.0,3.0,95.0,0.0,528.0,3,1,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,8,0,Attchd,1959.0,2.0,1.0,288.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2009,138000,1711.0,51,51
32,160,RM,21.0,1680,1,4,4,Inside,3,BrDale,Twnhs,2Story,6,5,1971,1971,Gable,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,525.0,525.0,3,1,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,8,0,Detchd,1971.0,1.0,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2010,88000,1617.0,39,39
1698,60,RL,105.0,13693,1,4,4,Inside,3,NridgHt,1Fam,2Story,9,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,772.0,5,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,2153.0,2153.0,5,1,2069,574,0,2643,0.0,0.0,2,1,3,1,5,9,8,1,BuiltIn,2006.0,3.0,3.0,694.0,3.0,3.0,3,414,84,0,0,0,0,0,3,2007,380000,4796.0,4,4
1129,20,FV,85.0,10625,1,4,4,Inside,3,Somerst,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1660.0,1660.0,5,1,1660,0,0,1660,0.0,0.0,2,0,3,1,4,7,8,1,Attchd,2007.0,3.0,3.0,660.0,3.0,3.0,3,133,120,0,0,0,0,0,6,2008,256000,3320.0,3,3
165,20,RL,60.0,7200,1,4,4,Corner,3,NAmes,1Fam,1Story,5,7,1951,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,4.0,234.0,3.0,486.0,180.0,900.0,3,1,900,0,0,900,0.0,1.0,1,0,3,1,4,5,8,0,Detchd,2005.0,1.0,2.0,576.0,3.0,3.0,3,222,32,0,0,0,0,0,5,2010,134800,1800.0,10,59
935,160,RM,24.0,1612,1,4,4,Inside,3,Blueste,Twnhs,2Story,6,6,1980,1980,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,1.0,1.0,0.0,1.0,0.0,561.0,561.0,3,1,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,8,1,Attchd,1980.0,3.0,2.0,462.0,3.0,3.0,3,154,0,0,0,0,0,0,7,2009,121000,1790.0,30,30
1802,60,FV,84.0,10207,1,4,4,Inside,3,Somerst,1Fam,2Story,7,6,2007,2007,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,874.0,874.0,5,1,874,887,0,1761,0.0,0.0,3,0,3,1,4,7,8,0,Attchd,2007.0,3.0,2.0,578.0,3.0,3.0,3,144,105,0,0,0,0,0,8,2007,227875,2635.0,3,3
250,20,RL,64.0,10475,2,4,4,Corner,3,CollgCr,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1694.0,1694.0,5,1,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,8,0,Attchd,2008.0,2.0,3.0,776.0,3.0,3.0,3,160,33,0,0,0,0,0,2,2010,245350,3388.0,2,2
2668,90,RM,33.0,5976,1,4,4,Inside,3,OldTown,Duplex,2Story,5,7,1920,1950,Hip,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,624.0,624.0,4,0,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,8,0,Attchd,2005.0,0.0,0.0,0.0,0.0,0.0,1,0,130,256,0,0,0,0,12,2006,93500,1872.0,60,90
236,30,RL,85.0,10625,1,4,4,Corner,3,Edwards,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,108.0,1.0,0.0,350.0,458.0,2,0,835,0,0,835,0.0,0.0,1,0,2,1,3,5,8,0,Basment,1920.0,1.0,1.0,366.0,2.0,3.0,3,0,0,77,0,0,0,400,5,2010,83000,1293.0,60,90
2117,60,RL,69.0,53107,3,1,4,Corner,2,ClearCr,1Fam,2Story,6,5,1992,1992,Gable,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,3.0,6.0,985.0,1.0,0.0,595.0,1580.0,5,1,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,8,2,Attchd,1992.0,3.0,2.0,501.0,3.0,3.0,3,216,231,0,0,0,0,0,6,2007,240000,3533.0,18,18
